Country,ISO,Region,Sub-region,Year,World Bank Classification,r_Gross Domestic Product (PPP),x_y_r_Life Expectancy,x_Social Indicator 2,x_y_r_GNI per capita,y_Economic Indicator 2
Turkey,TUR,Asia,Western Asia,2010,3,1200000000000,74.09093,,9960,
Turkmenistan,TKM,Asia,Central Asia,2010,2,49600000000,65.02124,,4110,
Turks and Caicos Islands,TCA,Americas,Caribbean,2010,4,,,,,
Tuvalu,TUV,Oceania,Polynesia,2010,2,31021363,,,4720,
Uganda,UGA,Africa,Eastern Africa,2010,1,51100000000,55.83666,,550,
Ukraine,UKR,Europe,Eastern Europe,2010,2,352000000000,70.26537,,2990,
United Arab Emirates,ARE,Asia,Western Asia,2010,4,468000000000,76.67524,,34100,
United Kingdom,GBR,Europe,Northern Europe,2010,5,2240000000000,80.40244,,41400,
United States,USA,Americas,Northern America,2010,5,15000000000000,78.54146,,49000,
Uruguay,URY,Americas,South America,2010,3,56477081186,76.39461,,10390,
Uzbekistan,UZB,Asia,Central Asia,2010,2,119000000000,67.86129,,1340,
Vanuatu,VUT,Oceania,Melanesia,2010,2,683000000,70.84995,,2690,
"Venezuela, RB",VEN,Americas,South America,2010,3,471000000000,73.67161,,11500,
Vietnam,VNM,Asia,South-eastern Asia,2010,2,382000000000,74.99037,,1270,
Virgin Islands (U.S.),VIR,Americas,Caribbean,2010,4,,79.17317,,,
West Bank and Gaza,PSE,Asia,Western Asia,2010,0,15500000000,72.21493,,2310,
"Yemen, Rep.",YEM,Asia,Western Asia,2010,2,104000000000,62.76873,,1180,
Zambia,ZMB,Africa,Eastern Africa,2010,2,44499351077,56.38385,,1310,
Zimbabwe,ZWE,Africa,Eastern Africa,2010,1,19016741422,49.57466,,500,
Taiwan,TWN,Asia,Eastern Asia,2010,4,894000000000,78.15,,19864,
Afghanistan,AFG,Asia,Southern Asia,2011,1,49300000000,59.32795,,580,
Albania,ALB,Europe,Southern Europe,2011,2,29700000000,77.24059,,4390,
Algeria,DZA,Africa,Northern Africa,2011,3,478000000000,74.07,,4590,
American Samoa,ASM,Oceania,Polynesia,2011,3,,,,,
Andorra,AND,Europe,Southern Europe,2011,,,,,40600,
Angola,AGO,Africa,Middle Africa,2011,3,143000000000,51.05932,,3740,
Antigua and Barbuda,ATG,Americas,Caribbean,2011,3,1760000000,75.46602,,12400,
Argentina,ARG,Americas,South America,2011,3,822000000000,75.64905,,10700,
Armenia,ARM,Asia,Western Asia,2011,2,20200000000,74.34283,,3420,
Aruba,ABW,Americas,Caribbean,2011,4,3670000000,75.08139,,,
Australia,AUS,Oceania,Australia and New Zealand,2011,5,933000000000,81.89512,,50100,
Austria,AUT,Europe,Western Europe,2011,5,371000000000,80.98293,,50300,
Azerbaijan,AZE,Asia,Western Asia,2011,3,145000000000,70.5518,,5530,
"Bahamas, The",BHS,Americas,Caribbean,2011,4,8310000000,74.75441,,21300,
Bahrain,BHR,Asia,Western Asia,2011,4,51300000000,76.26785,,17800,
Bangladesh,BGD,Asia,Southern Asia,2011,1,396000000000,70.47195,,870,
Barbados,BRB,Americas,Caribbean,2011,4,4320000000,75.00815,,15100,
Belarus,BLR,Europe,Eastern Europe,2011,3,157000000000,70.55366,,6130,
Belgium,BEL,Europe,Western Europe,2011,5,456000000000,80.58537,,47000,
Belize,BLZ,Americas,Central America,2011,2,2590000000,69.84368,,4150,
Benin,BEN,Africa,Western Africa,2011,1,17227124155,58.9329,,770,
Bermuda,BMU,Americas,Northern America,2011,4,3550000000,81.15268,,108000,
Bhutan,BTN,Asia,Southern Asia,2011,2,5040000000,68.3232,,2170,
Bolivia,BOL,Americas,South America,2011,2,56400000000,66.94256,,2010,
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2011,3,36495497235,75.96293,,4780,
Botswana,BWA,Africa,Southern Africa,2011,3,28500000000,63.95161,,6510,
Brazil,BRA,Americas,South America,2011,3,2970000000000,73.55234,,11000,
British Virgin Islands,VGB,Americas,Caribbean,2011,,,,,,
Brunei Darussalam,BRN,Asia,South-eastern Asia,2011,4,32480415591,77.93232,,35010,
Bulgaria,BGR,Europe,Eastern Europe,2011,3,115000000000,74.16341,,7190,
Burkina Faso,BFA,Africa,Western Africa,2011,1,23700000000,57.49205,,620,
Burundi,BDI,Africa,Eastern Africa,2011,1,6980000000,55.31202,,220,
Cabo Verde,CPV,Africa,Western Africa,2011,2,3040000000,72.70956,,3540,
Cambodia,KHM,Asia,South-eastern Asia,2011,1,38700000000,66.87288,,810,
Cameroon,CMR,Africa,Middle Africa,2011,2,55200000000,54.13737,,1210,
Canada,CAN,Americas,Northern America,2011,5,1430000000000,81.34929,,47100,
Cayman Islands,CYM,Americas,Caribbean,2011,4,2823463452,,,,
Central African Republic,CAF,Africa,Middle Africa,2011,1,4080000000,48.35044,,480,
Chad,TCD,Africa,Middle Africa,2011,1,22900000000,50.33195,,890,
Channel Islands,CHI,Europe,Western Europe,2011,4,,80.16951,,,
Chile,CHL,Americas,South America,2011,3,349000000000,80.58698,,12350,
China,CHN,Asia,Eastern Asia,2011,6,14000000000000,75.20217,,5060,
Colombia,COL,Americas,South America,2011,3,534000000000,73.4548,,6180,
Comoros,COM,Africa,Eastern Africa,2011,1,1000000000,62.21276,,790,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,2011,1,42000000000,57.39863,,310,
"Congo, Rep.",COG,Africa,Middle Africa,2011,2,23500000000,60.08517,,2230,
Costa Rica,CRI,Americas,Central America,2011,3,61600000000,78.89017,,8060,
Cote d'Ivoire,CIV,Africa,Western Africa,2011,2,52500000000,50.51722,,1150,
Croatia,HRV,Europe,Southern Europe,2011,4,88627632084,76.77561,,14050,
Cuba,CUB,Americas,Caribbean,2011,3,214000000000,79.03951,,5880,
Curacao,CUW,Americas,Caribbean,2011,4,,77.47317,,,
Cyprus,CYP,Asia,Western Asia,2011,4,28200000000,79.57151,,31500,
Czech Republic,CZE,Europe,Eastern Europe,2011,5,302000000000,77.87317,,19400,
Denmark,DNK,Europe,Northern Europe,2011,5,246000000000,79.8,,61500,
Djibouti,DJI,Africa,Eastern Africa,2011,2,2340000000,60.85056,,,
Dominica,DMA,Americas,Caribbean,2011,3,727000000,,,6870,
Dominican Republic,DOM,Americas,Caribbean,2011,3,114000000000,72.94529,,5420,
Ecuador,ECU,Americas,South America,2011,3,151000000000,75.22644,,4900,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,2011,2,844000000000,70.53332,,2590,
El Salvador,SLV,Americas,Central America,2011,2,46000000000,71.95617,,3600,
Equatorial Guinea,GNQ,Africa,Middle Africa,2011,4,34200000000,56.44683,,15200,
Eritrea,ERI,Africa,Eastern Africa,2011,1,6760000000,62.06937,,480,
Estonia,EST,Europe,Northern Europe,2011,5,32600000000,76.22927,,15900,
Ethiopia,ETH,Africa,Eastern Africa,2011,1,105000000000,62.08302,,390,
Faroe Islands,FRO,Europe,Northern Europe,2011,4,,80.93902,,,
Fiji,FJI,Oceania,Melanesia,2011,2,6490000000,69.565,,3760,
Finland,FIN,Europe,Northern Europe,2011,5,219000000000,80.47073,,49900,
France,FRA,Europe,Western Europe,2011,5,2450000000000,82.11463,,44220,
French Polynesia,PYF,Oceania,Polynesia,2011,4,,75.91702,,,
Gabon,GAB,Africa,Middle Africa,2011,3,27000000000,62.7051,,8650,
"Gambia, The",GMB,Africa,Western Africa,2011,1,2680000000,59.56059,,520,
Georgia,GEO,Asia,Western Asia,2011,2,28345977228,74.18205,,3300,
Germany,DEU,Europe,Western Europe,2011,5,3430000000000,80.74146,,46500,
Ghana,GHA,Africa,Western Africa,2011,2,85500000000,60.808,,1410,
Gibraltar,GIB,Europe,Southern Europe,2011,,,,,,
Greece,GRC,Europe,Southern Europe,2011,5,290000000000,80.73171,,24900,
Greenland,GRL,Americas,Northern America,2011,4,,71.06244,,,
Grenada,GRD,Americas,Caribbean,2011,3,1180000000,72.79341,,7180,
Guam,GUM,Oceania,Micronesia,2011,4,,78.35959,,,
Guatemala,GTM,Americas,Central America,2011,2,102000000000,71.01041,,2830,
Guinea,GIN,Africa,Western Africa,2011,1,13400000000,57.00054,,400,
Guinea-Bissau,GNB,Africa,Western Africa,2011,1,2370000000,54.15941,,600,
Guyana,GUY,Americas,South America,2011,2,4590000000,66.12915,,3190,
Haiti,HTI,Americas,Caribbean,2011,1,15849403538,61.6452,,700,
Honduras,HND,Americas,Central America,2011,2,33800000000,72.57273,,2070,
Hong Kong,HKG,Asia,Eastern Asia,2011,4,354000000000,83.42195,,35700,
Hungary,HUN,Europe,Eastern Europe,2011,5,227000000000,74.85854,,13100,
Iceland,ISL,Europe,Northern Europe,2011,5,12600000000,82.35854,,37600,
India,IND,Asia,Southern Asia,2011,2,5780000000000,66.90417,,1370,
Indonesia,IDN,Asia,South-eastern Asia,2011,2,2170000000000,68.33439,,3010,
Iran,IRN,Asia,Southern Asia,2011,3,1350000000000,74.41259,,6730,
Iraq,IRQ,Asia,Western Asia,2011,2,421000000000,68.70971,,4790,
Ireland,IRL,Europe,Northern Europe,2011,5,208000000000,80.74634,,42800,
Isle of Man,IMN,Europe,Northern Europe,2011,,,,,72700,
Israel,ISR,Asia,Western Asia,2011,5,237000000000,81.6561,,31600,
Italy,ITA,Europe,Southern Europe,2011,5,2160000000000,82.1878,,37700,
Jamaica,JAM,Americas,Caribbean,2011,3,22900000000,75.08624,,4810,
Japan,JPN,Asia,Eastern Asia,2011,5,4570000000000,82.59122,,46900,
Jordan,JOR,Asia,Western Asia,2011,3,69800000000,73.59185,,3990,
Kazakhstan,KAZ,Asia,Central Asia,2011,3,352000000000,68.98,,8280,
Kenya,KEN,Africa,Eastern Africa,2011,1,109000000000,59.53422,,1040,
Kiribati,KIR,Oceania,Micronesia,2011,2,179000000,65.44063,,2010,
North Korea,PRK,Asia,Eastern Asia,2011,1,,69.1879,,,
South Korea,KOR,Asia,Eastern Asia,2011,5,1560000000000,80.96707,,22600,
Kosovo,XKX,Europe,Southern Europe,2011,0,14700000000,70.14878,,3640,
Kuwait,KWT,Asia,Western Asia,2011,4,247000000000,74.23351,,42900,
Kyrgyz Republic,KGZ,Asia,Central Asia,2011,1,16100000000,69.60244,,880,
Lao PDR,LAO,Asia,South-eastern Asia,2011,2,26900000000,64.79812,,1120,
Latvia,LVA,Europe,Northern Europe,2011,3,40700000000,73.57561,,13100,
Lebanon,LBN,Asia,Western Asia,2011,3,72000000000,78.68985,,8600,
Lesotho,LSO,Africa,Southern Africa,2011,2,5170000000,48.21976,,1490,
Liberia,LBR,Africa,Western Africa,2011,1,2990000000,59.86434,,320,
Libya,LBY,Africa,Northern Africa,2011,3,69300000000,71.68327,,4660,
Liechtenstein,LIE,Europe,Western Europe,2011,4,,81.79268,,,
Lithuania,LTU,Europe,Northern Europe,2011,3,69178303536,73.56341,,13220,
Luxembourg,LUX,Europe,Western Europe,2011,5,46700000000,80.9878,,75700,
Macao,MAC,Asia,Eastern Asia,2011,4,64100000000,79.90624,,55200,
"Macedonia, FYR",MKD,Europe,Southern Europe,2011,3,24100000000,74.87451,,4820,
Madagascar,MDG,Africa,Eastern Africa,2011,1,29700000000,63.80741,,420,
Malawi,MWI,Africa,Eastern Africa,2011,1,16400000000,58.50012,,480,
Malaysia,MYS,Asia,South-eastern Asia,2011,3,625000000000,74.28676,,9060,
Maldives,MDV,Asia,Southern Asia,2011,3,4190000000,76.33751,,5850,
Mali,MLI,Africa,Western Africa,2011,1,29100000000,56.65468,,730,
Malta,MLT,Europe,Southern Europe,2011,4,12000000000,80.74634,,21300,
Marshall Islands,MHL,Oceania,Micronesia,2011,2,184000000,,,3960,
Mauritania,MRT,Africa,Western Africa,2011,1,12500000000,62.29249,,1210,
Mauritius,MUS,Africa,Eastern Africa,2011,3,20700000000,73.26683,,8580,
Mexico,MEX,Americas,Central America,2011,3,1900000000000,76.18566,,9080,
"Micronesia, Fed. Sts.",FSM,Oceania,Micronesia,2011,2,353000000,68.731,,3050,
Moldova,MDA,Europe,Eastern Europe,2011,2,14900000000,70.2711,,1990,
Monaco,MCO,Europe,Western Europe,2011,4,,,,,
Mongolia,MNG,Asia,Eastern Asia,2011,2,24500000000,68.12254,,2600,
Montenegro,MNE,Europe,Southern Europe,2011,3,8970000000,75.39132,,7240,
Morocco,MAR,Africa,Northern Africa,2011,2,223000000000,72.98544,,3020,
Mozambique,MOZ,Africa,Eastern Africa,2011,1,23800000000,53.73829,,480,
Myanmar,MMR,Asia,South-eastern Asia,2011,1,197000000000,65.1809,,990,
Namibia,NAM,Africa,Southern Africa,2011,3,19300000000,63.27717,,4970,
Nauru,NRU,Oceania,Micronesia,2011,,73800000,,,6770,
Nepal,NPL,Asia,Southern Asia,2011,1,55500000000,68.40663,,610,
Netherlands,NLD,Europe,Western Europe,2011,5,769000000000,81.20488,,54100,
New Caledonia,NCL,Oceania,Melanesia,2011,4,,76.72683,,,
New Zealand,NZL,Oceania,Australia and New Zealand,2011,5,144000000000,80.90488,,32300,
Nicaragua,NIC,Americas,Central America,2011,2,24500000000,73.90129,,1600,
Niger,NER,Africa,Western Africa,2011,1,13700000000,59.20456,,360,
Nigeria,NGA,Africa,Western Africa,2011,2,857000000000,51.7378,,1720,
Northern Mariana Islands,MNP,Oceania,Micronesia,2011,4,,,,,
Norway,NOR,Europe,Northern Europe,2011,5,307000000000,81.29512,,90300,
Oman,OMN,Asia,Western Asia,2011,4,136000000000,76.32763,,17200,
Pakistan,PAK,Asia,Southern Asia,2011,2,751000000000,65.447,,1150,
Palau,PLW,Oceania,Micronesia,2011,3,267000000,,,9310,
Panama,PAN,Americas,Central America,2011,3,62800000000,77.05168,,8350,
Papua New Guinea,PNG,Oceania,Melanesia,2011,2,16400000000,62.15263,,1520,
Paraguay,PRY,Americas,South America,2011,2,47200000000,72.4872,,3260,
Peru,PER,Americas,South America,2011,3,311000000000,73.84498,,4880,
Philippines,PHL,Asia,South-eastern Asia,2011,2,544000000000,67.89066,,2640,
Poland,POL,Europe,Eastern Europe,2011,5,870000000000,76.69512,,12900,
Portugal,PRT,Europe,Southern Europe,2011,5,283000000000,80.47073,,22700,
Puerto Rico,PRI,Americas,Caribbean,2011,4,126000000000,78.67317,,17350,
Qatar,QAT,Asia,Western Asia,2011,4,252000000000,78.0278,,71500,
Romania,ROU,Europe,Eastern Europe,2011,3,365000000000,74.40976,,8610,
Russian Federation,RUS,Europe,Eastern Europe,2011,3,3440000000000,69.65854,,11000,
Rwanda,RWA,Africa,Eastern Africa,2011,1,14700000000,62.15537,,590,
Samoa,WSM,Oceania,Polynesia,2011,2,1060000000,72.70127,,3590,
San Marino,SMR,Europe,Southern Europe,2011,4,,83.32322,,,
Sao Tome and Principe,STP,Africa,Middle Africa,2011,2,482000000,66.00378,,1250,
Saudi Arabia,SAU,Asia,Western Asia,2011,4,1370000000000,73.85485,,20500,
Senegal,SEN,Africa,Western Africa,2011,2,28700000000,64.69537,,1020,
Serbia,SRB,Europe,Southern Europe,2011,3,93800000000,74.53659,,5910,
Seychelles,SYC,Africa,Eastern Africa,2011,3,1970000000,72.72439,,11100,
Sierra Leone,SLE,Africa,Western Africa,2011,1,8240000000,49.03473,,470,
Singapore,SGP,Asia,South-eastern Asia,2011,4,388000000000,81.7439,,48370,
Sint Maarten (Dutch part),SXM,Americas,Caribbean,2011,4,1210000000,,,,
Slovak Republic,SVK,Europe,Eastern Europe,2011,5,139000000000,75.95854,,17200,
Slovenia,SVN,Europe,Southern Europe,2011,5,59100000000,79.97073,,24600,
Solomon Islands,SLB,Oceania,Melanesia,2011,2,1060000000,67.29122,,1120,
Somalia,SOM,Africa,Eastern Africa,2011,1,,54.35695,,,
South Africa,ZAF,Africa,Southern Africa,2011,3,633000000000,55.29566,,7050,
