Country,Year,Life Expectancy,GNI per capita,World Bank Classification,Gross Domestic Product (PPP),Region,Sub-region,ISO
Romania,2004,71.59428,3010,2,196000000000,Europe,Eastern Europe,ROU
Russian Federation,2004,65.42122,3410,3,1470000000000,Europe,Eastern Europe,RUS
Rwanda,2004,53.19763,230,1,7400000000,Africa,Eastern Africa,RWA
Samoa,2004,70.71461,2100,2,795000000,Oceania,Polynesia,WSM
San Marino,2004,81.72195,37000,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,2004,64.26129,670,1,279000000,Africa,Middle Africa,STP
Saudi Arabia,2004,73.09346,10500,4,772000000000,Asia,Western Asia,SAU
Senegal,2004,59.71851,670,1,19300000000,Africa,Western Africa,SEN
Serbia,2004,72.68293,3070,,60200000000,Europe,Southern Europe,SRB
Seychelles,2004,72.60976,9280,3,1170000000,Africa,Eastern Africa,SYC
Sierra Leone,2004,42.6392,310,1,4900000000,Africa,Western Africa,SLE
Singapore,2004,79.49024,25650,4,212000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2004,,,,,Americas,Caribbean,SXM
Slovak Republic,2004,73.95854,9000,3,81700000000,Europe,Eastern Europe,SVK
Slovenia,2004,77.20732,15700,4,45500000000,Europe,Southern Europe,SVN
Solomon Islands,2004,65.11288,860,1,615000000,Oceania,Melanesia,SLB
Somalia,2004,52.0529,,1,,Africa,Eastern Africa,SOM
South Africa,2004,51.87376,3780,3,431000000000,Africa,Southern Africa,ZAF
South Sudan,2004,50.76241,,,,Africa,Eastern Africa,SSD
Spain,2004,79.87073,22100,5,1120000000000,Europe,Southern Europe,ESP
Sri Lanka,2004,73.68029,1070,2,103000000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2004,,9930,3,816000000,Americas,Caribbean,KNA
St. Lucia,2004,72.61956,5210,3,1480000000,Americas,Caribbean,LCA
St. Martin (French part),2004,77.72195,,,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,2004,71.02129,4730,3,852911767,Americas,Caribbean,VCT
Sudan,2004,59.43815,470,1,85000000000,Africa,Northern Africa,SDN
Suriname,2004,68.56598,2620,2,5040000000,Americas,South America,SUR
Swaziland,2004,45.74534,2000,2,6230000000,Africa,Southern Africa,SWZ
Sweden,2004,80.49756,39400,5,302000000000,Europe,Northern Europe,SWE
Switzerland,2004,81.0878,53810,5,289000000000,Europe,Western Europe,CHE
Syrian Arab Republic,2004,74.09568,1390,2,,Asia,Western Asia,SYR
Tajikistan,2004,65.53702,270,1,9460000000,Asia,Central Asia,TJK
Tanzania,2004,54.41624,360,1,55600000000,Africa,Eastern Africa,TZA
Thailand,2004,71.78646,2520,2,624000000000,Asia,South-eastern Asia,THA
Timor-Leste,2004,63.19298,740,1,1120000000,Asia,South-eastern Asia,TLS
Togo,2004,54.16322,330,1,5720000000,Africa,Western Africa,TGO
Tonga,2004,71.31444,2160,2,424000000,Oceania,Polynesia,TON
Trinidad and Tobago,2004,68.87183,9690,3,27800000000,Americas,Caribbean,TTO
Tunisia,2004,73.30244,2930,2,74100000000,Africa,Northern Africa,TUN
Turkey,2004,72.02988,5060,3,706000000000,Asia,Western Asia,TUR
Turkmenistan,2004,64.33744,1310,2,23600000000,Asia,Central Asia,TKM
Turks and Caicos Islands,2004,,,,,Americas,Caribbean,TCA
Tuvalu,2004,,3310,,26000000,Oceania,Polynesia,TUV
Uganda,2004,50.70124,270,1,28700000000,Africa,Eastern Africa,UGA
Ukraine,2004,68.18537,1270,2,287000000000,Europe,Eastern Europe,UKR
United Arab Emirates,2004,75.45727,37000,4,349000000000,Asia,Western Asia,ARE
United Kingdom,2004,78.74634,37700,5,1900000000000,Europe,Northern Europe,GBR
United States,2004,77.4878,43680,5,12300000000000,Americas,Northern America,USA
Uruguay,2004,75.46441,4130,3,34600000000,Americas,South America,URY
Uzbekistan,2004,67.26502,460,1,64700000000,Asia,Central Asia,UZB
Vanuatu,2004,68.99,1590,2,448000000,Oceania,Melanesia,VUT
"Venezuela, RB",2004,73.08644,4050,3,313000000000,Americas,South America,VEN
Vietnam,2004,73.95902,590,1,230000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),2004,78.72439,,4,,Americas,Caribbean,VIR
West Bank and Gaza,2004,71.33946,1480,,11628118997,Asia,Western Asia,PSE
"Yemen, Rep.",2004,61.29266,600,1,69900000000,Asia,Western Asia,YEM
Zambia,2004,47.93239,460,1,24068937291,Africa,Eastern Africa,ZMB
Zimbabwe,2004,41.05934,420,1,19644640257,Africa,Eastern Africa,ZWE
Taiwan,2004,77.06,15879,4,605000000000,Asia,Eastern Asia,TWN
Afghanistan,2005,57.02724,250,1,25400000000,Asia,Southern Asia,AFG
Albania,2005,76.08161,2670,2,17900000000,Europe,Southern Europe,ALB
Algeria,2005,72.19656,2710,2,365000000000,Africa,Northern Africa,DZA
American Samoa,2005,,,3,,Oceania,Polynesia,ASM
Andorra,2005,,40000,,,Europe,Southern Europe,AND
Angola,2005,48.5388,1170,2,68800000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2005,74.42544,11900,4,1570000000,Americas,Caribbean,ATG
Argentina,2005,74.6878,4600,3,542000000000,Americas,South America,ARG
Armenia,2005,73.28739,1520,2,14219082019,Asia,Western Asia,ARM
Aruba,2005,74.22807,,4,,Americas,Caribbean,ABW
Australia,2005,80.84146,30300,5,664000000000,Oceania,Australia and New Zealand,AUS
Austria,2005,79.33171,38500,5,287000000000,Europe,Western Europe,AUT
Azerbaijan,2005,68.93727,1270,2,60162435045,Asia,Western Asia,AZE
"Bahamas, The",2005,73.63888,23500,4,7440000000,Americas,Caribbean,BHS
Bahrain,2005,75.42215,17000,4,34200000000,Asia,Western Asia,BHR
Bangladesh,2005,67.97185,540,1,246000000000,Asia,Southern Asia,BGD
Barbados,2005,74.03034,13600,3,3680000000,Americas,Caribbean,BRB
Belarus,2005,68.85122,2820,2,93400000000,Europe,Eastern Europe,BLR
Belgium,2005,78.98049,37850,5,349000000000,Europe,Western Europe,BEL
Belize,2005,69.08637,3680,3,1990000000,Americas,Central America,BLZ
Benin,2005,57.06598,590,1,12300000000,Africa,Western Africa,BEN
Bermuda,2005,78.68537,,4,3200000000,Americas,Northern America,BMU
Bhutan,2005,64.91844,1220,1,2640000000,Asia,Southern Asia,BTN
Bolivia,2005,63.53978,1030,2,38147735826,Americas,South America,BOL
Bosnia and Herzegovina,2005,75.09354,3070,2,24400000000,Europe,Southern Europe,BIH
Botswana,2005,54.55222,4760,3,19100000000,Africa,Southern Africa,BWA
Brazil,2005,71.83963,3910,2,2050000000000,Americas,South America,BRA
British Virgin Islands,2005,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2005,76.21346,23300,4,27000000000,Asia,South-eastern Asia,BRN
Bulgaria,2005,72.56098,3760,2,78700000000,Europe,Eastern Europe,BGR
Burkina Faso,2005,53.58132,410,1,15100000000,Africa,Western Africa,BFA
Burundi,2005,52.69695,130,1,4790000000,Africa,Eastern Africa,BDI
Cabo Verde,2005,71.52354,2110,2,1962096115,Africa,Western Africa,CPV
Cambodia,2005,62.96771,460,1,23300000000,Asia,South-eastern Asia,KHM
Cameroon,2005,51.88905,900,2,40900000000,Africa,Middle Africa,CMR
Canada,2005,80.29268,34000,5,1170000000000,Americas,Northern America,CAN
Cayman Islands,2005,,,4,,Americas,Caribbean,CYM
Central African Republic,2005,44.7381,340,1,3000000000,Africa,Middle Africa,CAF
Chad,2005,47.9739,470,1,16100000000,Africa,Middle Africa,TCD
Channel Islands,2005,78.90322,55320,4,,Europe,Western Europe,CHI
Chile,2005,78.63829,6340,3,209000000000,Americas,South America,CHL
China,2005,73.76695,1760,6,6640000000000,Asia,Eastern Asia,CHN
Colombia,2005,72.26393,2920,2,357000000000,Americas,South America,COL
Comoros,2005,60.10978,620,1,801000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2005,53.63829,200,1,26700000000,Africa,Middle Africa,COD
"Congo, Rep.",2005,53.56154,980,2,15700000000,Africa,Middle Africa,COG
Costa Rica,2005,78.08666,4650,3,41700000000,Americas,Central America,CRI
Cote d'Ivoire,2005,47.75185,940,1,43800000000,Africa,Western Africa,CIV
Croatia,2005,75.24463,9870,3,66000000000,Europe,Southern Europe,HRV
Cuba,2005,77.93215,3960,2,143000000000,Americas,Caribbean,CUB
Curacao,2005,,,,,Americas,Caribbean,CUW
Cyprus,2005,78.58961,24450,4,20804238177,Asia,Western Asia,CYP
Czech Republic,2005,75.92439,12400,3,224000000000,Europe,Eastern Europe,CZE
Denmark,2005,77.8439,49600,5,185000000000,Europe,Northern Europe,DNK
Djibouti,2005,57.98429,1030,2,1580000000,Africa,Eastern Africa,DJI
Dominica,2005,,5140,3,556139038,Americas,Caribbean,DMA
Dominican Republic,2005,71.70039,2910,2,72200000000,Americas,Caribbean,DOM
Ecuador,2005,74.13798,2900,2,105000000000,Americas,South America,ECU
"Egypt, Arab Rep.",2005,69.42968,1240,2,547000000000,Africa,Northern Africa,EGY
El Salvador,2005,70.17893,2870,2,37300000000,Americas,Central America,SLV
Equatorial Guinea,2005,53.67459,4660,3,21200000000,Africa,Middle Africa,GNQ
Eritrea,2005,58.59241,260,1,5756383486,Africa,Eastern Africa,ERI
Estonia,2005,72.56829,9710,3,22400000000,Europe,Northern Europe,EST
Ethiopia,2005,56.23656,160,1,50000000000,Africa,Eastern Africa,ETH
Faroe Islands,2005,79.29024,,4,,Europe,Northern Europe,FRO
Fiji,2005,68.49178,3590,2,5430000000,Oceania,Melanesia,FJI
Finland,2005,78.81707,40100,5,168000000000,Europe,Northern Europe,FIN
France,2005,80.16341,36000,5,1930000000000,Europe,Western Europe,FRA
French Polynesia,2005,74.22668,,4,,Oceania,Polynesia,PYF
Gabon,2005,59.46805,5580,3,21200000000,Africa,Middle Africa,GAB
"Gambia, The",2005,57.8921,400,1,1990000000,Africa,Western Africa,GMB
Georgia,2005,72.99024,1410,2,18300000000,Asia,Western Asia,GEO
Germany,2005,78.93171,35900,5,2640000000000,Europe,Western Europe,DEU
Ghana,2005,58.70105,470,1,48700000000,Africa,Western Africa,GHA
Gibraltar,2005,,,,,Europe,Southern Europe,GIB
Greece,2005,79.23902,22800,5,281000000000,Europe,Southern Europe,GRC
Greenland,2005,69.22073,30000,4,,Americas,Northern America,GRL
Grenada,2005,71.3721,6760,3,1090000000,Americas,Caribbean,GRD
Guam,2005,76.74754,,4,,Oceania,Micronesia,GUM
Guatemala,2005,69.64598,1990,2,73100000000,Americas,Central America,GTM
Guinea,2005,52.58661,340,1,10300000000,Africa,Western Africa,GIN
Guinea-Bissau,2005,52.33929,390,1,1640000000,Africa,Western Africa,GNB
Guyana,2005,65.58251,1060,2,3135415508,Americas,South America,GUY
Haiti,2005,59.17846,400,1,12900000000,Americas,Caribbean,HTI
Honduras,2005,71.48217,1390,2,24300000000,Americas,Central America,HND
Hong Kong,2005,81.58049,28900,4,248000000000,Asia,Eastern Asia,HKG
Hungary,2005,72.64878,10400,3,172000000000,Europe,Eastern Europe,HUN
Iceland,2005,81.50244,50700,5,11000000000,Europe,Northern Europe,ISL
India,2005,64.52388,730,1,3270000000000,Asia,Southern Asia,IND
Indonesia,2005,67.16856,1220,2,1380000000000,Asia,South-eastern Asia,IDN
Iran,2005,71.93171,2910,2,912000000000,Asia,Southern Asia,IRN
Iraq,2005,68.38168,,2,262000000000,Asia,Western Asia,IRQ
Ireland,2005,78.9439,44600,5,168000000000,Europe,Northern Europe,IRL
Isle of Man,2005,,38700,,,Europe,Northern Europe,IMN
Israel,2005,80.15122,21200,4,172000000000,Asia,Western Asia,ISR
Italy,2005,80.78293,32400,5,1740000000000,Europe,Southern Europe,ITA
Jamaica,2005,73.42802,3920,2,20600000000,Americas,Caribbean,JAM
Japan,2005,81.92512,40600,5,4050000000000,Asia,Eastern Asia,JPN
Jordan,2005,72.6389,2530,2,44770772414,Asia,Western Asia,JOR
Kazakhstan,2005,65.90976,2950,2,216000000000,Asia,Central Asia,KAZ
Kenya,2005,53.51983,530,1,71400000000,Africa,Eastern Africa,KEN
Kiribati,2005,64.78237,1730,2,162000000,Oceania,Micronesia,KIR
North Korea,2005,68.157,,1,,Asia,Eastern Asia,PRK
South Korea,2005,78.43268,17800,5,1170000000000,Asia,Eastern Asia,KOR
Kosovo,2005,68.69512,,,10200869013,Europe,Southern Europe,XKX
Kuwait,2005,73.65141,34600,4,189000000000,Asia,Western Asia,KWT
Kyrgyz Republic,2005,67.9561,450,1,10900000000,Asia,Central Asia,KGZ
Lao PDR,2005,61.73451,460,1,15100000000,Asia,South-eastern Asia,LAO
Latvia,2005,71.3561,7350,3,31000000000,Europe,Northern Europe,LVA
Lebanon,2005,76.83259,5710,3,43600000000,Asia,Western Asia,LBN
Lesotho,2005,43.65773,1050,2,3420000000,Africa,Southern Africa,LSO
Liberia,2005,55.06617,120,1,1736129144,Africa,Western Africa,LBR
Libya,2005,71.471,6860,3,134000000000,Africa,Northern Africa,LBY
Liechtenstein,2005,80.66829,92400,4,,Europe,Western Europe,LIE
Lithuania,2005,71.25366,7600,3,48300000000,Europe,Northern Europe,LTU
Luxembourg,2005,79.43171,66400,5,31400000000,Europe,Western Europe,LUX
Macao,2005,78.64902,24800,4,27600000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",2005,74.0889,3010,2,16000000000,Europe,Southern Europe,MKD
Madagascar,2005,61.18729,290,1,22700000000,Africa,Eastern Africa,MDG
Malawi,2005,48.27593,300,1,9750000000,Africa,Eastern Africa,MWI
Malaysia,2005,73.60061,5250,3,424000000000,Asia,South-eastern Asia,MYS
Maldives,2005,74.33234,3570,2,2280000000,Asia,Southern Asia,MDV
Mali,2005,52.57971,460,1,20100000000,Africa,Western Africa,MLI
Malta,2005,79.3,15700,4,8980000000,Europe,Southern Europe,MLT
Marshall Islands,2005,,3570,2,148000000,Oceania,Micronesia,MHL
Mauritania,2005,60.66037,690,1,8320000000,Africa,Western Africa,MRT
Mauritius,2005,72.4322,5420,3,13600000000,Africa,Eastern Africa,MUS
Mexico,2005,75.2821,7720,3,1320000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",2005,67.92437,2550,2,312000000,Oceania,Micronesia,FSM
Moldova,2005,67.67807,890,2,10600000000,Europe,Eastern Europe,MDA
Monaco,2005,,128000,4,,Europe,Western Europe,MCO
Mongolia,2005,65.16693,900,1,13600000000,Asia,Eastern Asia,MNG
Montenegro,2005,73.58429,3660,,5110000000,Europe,Southern Europe,MNE
Morocco,2005,70.43983,2070,2,148000000000,Africa,Northern Africa,MAR
Mozambique,2005,50.64161,350,1,13800000000,Africa,Eastern Africa,MOZ
Myanmar,2005,63.55527,260,1,98200000000,Asia,South-eastern Asia,MMR
Namibia,2005,55.97744,3390,2,13100000000,Africa,Southern Africa,NAM
Nauru,2005,,,,,Oceania,Micronesia,NRU
Nepal,2005,65.49429,310,1,38500000000,Asia,Southern Asia,NPL
Netherlands,2005,79.34634,42400,5,608000000000,Europe,Western Europe,NLD
New Caledonia,2005,75.16829,,4,,Oceania,Melanesia,NCL
New Zealand,2005,79.85122,25440,5,106000000000,Oceania,Australia and New Zealand,NZL
Nicaragua,2005,71.8381,1180,2,18200000000,Americas,Central America,NIC
Niger,2005,53.93685,250,1,9250000000,Africa,Western Africa,NER
Nigeria,2005,48.66649,660,1,513000000000,Africa,Western Africa,NGA
Northern Mariana Islands,2005,,,3,,Oceania,Micronesia,MNP
Norway,2005,80.04146,63800,5,221000000000,Europe,Northern Europe,NOR
Oman,2005,74.40761,10640,3,92701552364,Asia,Western Asia,OMN
Pakistan,2005,63.87763,740,1,550000000000,Asia,Southern Asia,PAK
Palau,2005,69.12927,9250,3,262000000,Oceania,Micronesia,PLW
Panama,2005,75.97163,4860,3,35200000000,Americas,Central America,PAN
Papua New Guinea,2005,60.64307,700,1,9890000000,Oceania,Melanesia,PNG
Paraguay,2005,71.28632,1230,2,31600000000,Americas,South America,PRY
Peru,2005,72.45851,2510,2,187000000000,Americas,South America,PER
Philippines,2005,67.26649,1520,2,367000000000,Asia,South-eastern Asia,PHL
Poland,2005,74.99512,7300,3,530000000000,Europe,Eastern Europe,POL
Portugal,2005,78.07073,18600,5,239000000000,Europe,Southern Europe,PRT
Puerto Rico,2005,78.2961,14800,4,128000000000,Americas,Caribbean,PRI
Qatar,2005,77.02354,39600,4,84600000000,Asia,Western Asia,QAT
Romania,2005,71.8789,3930,3,207000000000,Europe,Eastern Europe,ROU
Russian Federation,2005,65.47,4450,3,1700000000000,Europe,Eastern Europe,RUS
Rwanda,2005,54.75161,270,1,8170000000,Africa,Eastern Africa,RWA
Samoa,2005,70.99693,2370,2,855000000,Oceania,Polynesia,WSM
San Marino,2005,81.97561,41800,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,2005,64.5769,780,1,309000000,Africa,Middle Africa,STP
Saudi Arabia,2005,73.177,12500,4,855000000000,Asia,Western Asia,SAU
Senegal,2005,60.36193,770,1,21100000000,Africa,Western Africa,SEN
Serbia,2005,72.83415,3630,,64800000000,Europe,Southern Europe,SRB
Seychelles,2005,72.13171,11100,3,1310000000,Africa,Eastern Africa,SYC
Sierra Leone,2005,43.60307,320,1,5280000000,Africa,Western Africa,SLE
Singapore,2005,79.99024,28400,4,235000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2005,,,,,Americas,Caribbean,SXM
Slovak Republic,2005,73.90488,11300,3,89300000000,Europe,Eastern Europe,SVK
Slovenia,2005,77.6122,18400,4,47900000000,Europe,Southern Europe,SVN
Solomon Islands,2005,65.55349,900,1,669000000,Oceania,Melanesia,SLB
Somalia,2005,52.35585,,1,,Africa,Eastern Africa,SOM
South Africa,2005,51.55734,5050,3,469000000000,Africa,Southern Africa,ZAF
South Sudan,2005,51.17163,,,,Africa,Eastern Africa,SSD
Spain,2005,80.17073,25900,5,1210000000000,Europe,Southern Europe,ESP
Sri Lanka,2005,73.97356,1220,2,113000000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2005,,11000,3,921000000,Americas,Caribbean,KNA
St. Lucia,2005,72.99907,5360,3,1510000000,Americas,Caribbean,LCA
St. Martin (French part),2005,77.87073,,,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,2005,71.2289,4950,3,902000000,Americas,Caribbean,VCT
Sudan,2005,59.84083,560,1,94256168924,Africa,Northern Africa,SDN
Suriname,2005,68.846,3240,2,5440000000,Americas,South America,SUR
Swaziland,2005,45.86007,2830,2,6770000000,Africa,Southern Africa,SWZ
Sweden,2005,80.54634,45400,5,307000000000,Europe,Northern Europe,SWE
Switzerland,2005,81.23659,61600,5,301000000000,Europe,Western Europe,CHE
Syrian Arab Republic,2005,74.36385,1530,2,,Asia,Western Asia,SYR
Tajikistan,2005,66.09722,320,1,10416569970,Asia,Central Asia,TJK
Tanzania,2005,55.60478,410,1,62000000000,Africa,Eastern Africa,TZA
Thailand,2005,72.15727,2770,2,671000000000,Asia,South-eastern Asia,THA
Timor-Leste,2005,64.1561,910,1,1220000000,Asia,South-eastern Asia,TLS
Togo,2005,54.50798,360,1,5970000000,Africa,Western Africa,TGO
Tonga,2005,71.45334,2470,2,445051888,Oceania,Polynesia,TON
Trinidad and Tobago,2005,68.97905,11200,3,30500000000,Americas,Caribbean,TTO
Tunisia,2005,73.50244,3190,2,79184001838,Africa,Northern Africa,TUN
Turkey,2005,72.44812,6510,3,778000000000,Asia,Western Asia,TUR
Turkmenistan,2005,64.43237,1600,2,27500000000,Asia,Central Asia,TKM
Turks and Caicos Islands,2005,,,,,Americas,Caribbean,TCA
Tuvalu,2005,,3740,,25900000,Oceania,Polynesia,TUV
Uganda,2005,51.77022,300,1,31500000000,Africa,Eastern Africa,UGA
Ukraine,2005,67.95683,1540,2,304000000000,Europe,Eastern Europe,UKR
United Arab Emirates,2005,75.68639,38400,4,378000000000,Asia,Western Asia,ARE
United Kingdom,2005,79.04878,42800,5,1950000000000,Europe,Northern Europe,GBR
United States,2005,77.4878,46300,5,13100000000000,Americas,Northern America,USA
Uruguay,2005,75.63471,4720,3,38400000000,Americas,South America,URY
Uzbekistan,2005,67.34705,530,1,71500000000,Asia,Central Asia,UZB
Vanuatu,2005,69.31785,1780,2,486000000,Oceania,Melanesia,VUT
"Venezuela, RB",2005,73.20332,4920,3,356000000000,Americas,South America,VEN
Vietnam,2005,74.13812,680,1,256000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),2005,78.52439,,4,,Americas,Caribbean,VIR
West Bank and Gaza,2005,71.47088,1660,,13300000000,Asia,Western Asia,PSE
"Yemen, Rep.",2005,61.49793,690,1,76200000000,Asia,Western Asia,YEM
Zambia,2005,49.42939,550,1,26640956600,Africa,Eastern Africa,ZMB
Zimbabwe,2005,41.75961,430,1,19118712455,Africa,Eastern Africa,ZWE
Taiwan,2005,77.26,16930,4,658000000000,Asia,Eastern Asia,TWN
Afghanistan,2006,57.43256,280,1,27600000000,Asia,Southern Asia,AFG
Albania,2006,76.28612,3090,2,19900000000,Europe,Southern Europe,ALB
Algeria,2006,72.55771,3100,2,383000000000,Africa,Northern Africa,DZA
American Samoa,2006,,,3,,Oceania,Polynesia,ASM
Andorra,2006,,42700,,,Europe,Southern Europe,AND
Angola,2006,49.00705,1630,2,85600000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2006,74.61815,13400,4,1840000000,Americas,Caribbean,ATG
Argentina,2006,74.8499,5500,3,604000000000,Americas,South America,ARG
Armenia,2006,73.54827,1990,2,16600000000,Asia,Western Asia,ARM
Aruba,2006,74.3762,,4,,Americas,Caribbean,ABW
Australia,2006,81.04146,34100,5,710000000000,Oceania,Australia and New Zealand,AUS
Austria,2006,79.88049,41260,5,310000000000,Europe,Western Europe,AUT
Azerbaijan,2006,69.37524,1890,2,83400000000,Asia,Western Asia,AZE
"Bahamas, The",2006,73.85846,23600,4,7860000000,Americas,Caribbean,BHS
Bahrain,2006,75.56646,18200,4,37500000000,Asia,Western Asia,BHR
Bangladesh,2006,68.42563,560,1,271000000000,Asia,Southern Asia,BGD
Barbados,2006,74.19312,14600,4,4010000000,Americas,Caribbean,BRB
Belarus,2006,69.40488,3520,2,106000000000,Europe,Eastern Europe,BLR
Belgium,2006,79.38049,40000,5,373000000000,Europe,Western Europe,BEL
Belize,2006,69.27949,3780,3,2141635886,Americas,Central America,BLZ
