Country,ISO,Region,Year,World Bank Classification,r_Gross Domestic Product (PPP),y_Life Expectancy (years),x_GNI per capita (US$)
Belarus,BLR,Europe,1999,2,53500000000,67.9,1400
Belgium,BEL,Europe,1999,5,262000000000,77.6,26200
Belize,BLZ,Americas,1999,2,1180000000,68.5,2880
Benin,BEN,Africa,1999,1,8380000000,55.0,370
Bermuda,BMU,Americas,1999,4,2240000000,,
Bhutan,BTN,Asia,1999,1,1470000000,59.8,620
Bolivia,BOL,Americas,1999,2,27800000000,60.1,980
Bosnia and Herzegovina,BIH,Europe,1999,2,15799217627,73.9,1380
Botswana,BWA,Africa,1999,3,13700000000,49.5,2970
Brazil,BRA,Americas,1999,3,1480000000000,69.6,4100
British Virgin Islands,VGB,Americas,1999,,,,
Brunei Darussalam,BRN,Asia,1999,4,20600000000,75.1,14100
Bulgaria,BGR,Europe,1999,2,47223085883,71.4,1490
Burkina Faso,BFA,Africa,1999,1,9500000000,50.0,250
Burundi,BDI,Africa,1999,1,3770000000,51.1,130
Cabo Verde,CPV,Africa,1999,2,1131539591,69.4,1340
Cambodia,KHM,Asia,1999,1,11900000000,57.5,290
Cameroon,CMR,Africa,1999,1,28500000000,52.2,630
Canada,CAN,Americas,1999,5,844000000000,78.9,21300
Cayman Islands,CYM,Americas,1999,4,,,
Central African Republic,CAF,Africa,1999,1,2450000000,44.9,270
Chad,TCD,Africa,1999,1,6478341585,47.6,200
Channel Islands,CHI,Europe,1999,4,,77.3,
Chile,CHL,Americas,1999,3,133000000000,76.4,5000
China,CHN,Asia,1999,6,3340000000000,71.3,860
Colombia,COL,Americas,1999,2,249000000000,70.7,2280
Comoros,COM,Africa,1999,1,562000000,59.4,410
"Congo, Dem. Rep.",COD,Africa,1999,1,20700000000,49.5,100
"Congo, Rep.",COG,Africa,1999,1,10400000000,50.6,490
Costa Rica,CRI,Americas,1999,2,29000000000,77.3,3140
Cote d'Ivoire,CIV,Africa,1999,1,38900000000,47.0,730
Croatia,HRV,Europe,1999,3,44400000000,72.6,5110
Cuba,CUB,Americas,1999,2,91800000000,76.4,2400
Curacao,CUW,Americas,1999,,,,
Cyprus,CYP,Asia,1999,4,13700000000,77.8,14800
Czech Republic,CZE,Europe,1999,3,157000000000,74.7,6070
Denmark,DNK,Europe,1999,5,142000000000,76.3,33100
Djibouti,DJI,Africa,1999,2,1180000000,57.0,740
Dominica,DMA,Americas,1999,3,440000000,,3340
Dominican Republic,DOM,Americas,1999,2,50000000000,70.4,2470
Ecuador,ECU,Americas,1999,2,71500000000,72.6,1790
"Egypt, Arab Rep.",EGY,Africa,1999,2,380000000000,68.3,1320
El Salvador,SLV,Americas,1999,2,28300000000,68.4,2040
Equatorial Guinea,GNQ,Africa,1999,2,4350000000,51.8,920
Eritrea,ERI,Africa,1999,1,4560000000,55.4,210
Estonia,EST,Europe,1999,3,11600000000,70.1,
Ethiopia,ETH,Africa,1999,1,30100000000,51.4,120
Faroe Islands,FRO,Europe,1999,4,,78.2,
Fiji,FJI,Oceania,1999,2,4270000000,67.4,2350
Finland,FIN,Europe,1999,5,128000000000,77.3,26000
France,FRA,Europe,1999,5,1480000000000,78.8,25560
French Polynesia,PYF,Oceania,1999,4,,72.1,16400
Gabon,GAB,Africa,1999,3,17300000000,59.6,3270
"Gambia, The",GMB,Africa,1999,1,1410000000,55.1,690
Georgia,GEO,Asia,1999,1,11000000000,71.3,780
Germany,DEU,Europe,1999,5,2160000000000,77.7,26880
Ghana,GHA,Africa,1999,1,32000000000,57.0,400
Gibraltar,GIB,Europe,1999,,,,
Greece,GRC,Europe,1999,5,199000000000,78.0,13400
Greenland,GRL,Americas,1999,4,,66.4,19700
Grenada,GRD,Americas,1999,3,746000000,70.0,3340
Guam,GUM,Oceania,1999,4,,74.7,
Guatemala,GTM,Americas,1999,2,52904716277,67.2,1640
Guinea,GIN,Africa,1999,1,7530000000,51.3,420
Guinea-Bissau,GNB,Africa,1999,1,1243168169,51.3,150
Guyana,GUY,Americas,1999,2,2670000000,64.8,890
Haiti,HTI,Americas,1999,1,11400000000,57.4,450
Honduras,HND,Americas,1999,2,15915047569,70.2,790
Hong Kong,HKG,Asia,1999,4,163000000000,80.4,25800
Hungary,HUN,Europe,1999,3,111000000000,70.7,4530
Iceland,ISL,Europe,1999,5,8150000000,79.4,30200
India,IND,Asia,1999,1,1980000000000,62.2,450
Indonesia,IDN,Asia,1999,1,907000000000,66.0,570
Iran,IRN,Asia,1999,2,574000000000,69.8,1730
Iraq,IRQ,Asia,1999,2,219000000000,69.2,
Ireland,IRL,Europe,1999,5,101000000000,76.1,22700
Isle of Man,IMN,Europe,1999,,,,21400
Israel,ISR,Asia,1999,4,138000000000,78.7,17400
Italy,ITA,Europe,1999,5,1450000000000,79.4,21900
Jamaica,JAM,Americas,1999,2,16200000000,72.2,3030
Japan,JPN,Asia,1999,5,3210000000000,80.6,33800
Jordan,JOR,Asia,1999,2,27400000000,71.6,1650
Kazakhstan,KAZ,Asia,1999,2,105000000000,65.5,1290
Kenya,KEN,Africa,1999,1,51700000000,51.1,440
Kiribati,KIR,Oceania,1999,2,124000000,63.7,1300
North Korea,PRK,Asia,1999,1,,64.4,
South Korea,KOR,Asia,1999,3,766000000000,75.4,10200
Kosovo,XKX,Europe,1999,0,,67.0,
Kuwait,KWT,Asia,1999,4,106000000000,73.2,17800
Kyrgyz Republic,KGZ,Asia,1999,1,7470000000,68.7,300
Lao PDR,LAO,Asia,1999,1,9160000000,58.3,290
Latvia,LVA,Europe,1999,2,17700000000,69.7,2990
Lebanon,LBN,Asia,1999,3,31000000000,73.9,5330
Lesotho,LSO,Africa,1999,1,2463650702,49.0,670
Liberia,LBR,Africa,1999,1,1460000000,52.3,120
Libya,LBY,Africa,1999,3,87800000000,70.5,
Liechtenstein,LIE,Europe,1999,4,,79.1,78500
Lithuania,LTU,Europe,1999,2,27600000000,71.6,
Luxembourg,LUX,Europe,1999,5,21800000000,77.8,42300
Macao,MAC,Asia,1999,4,11800000000,77.4,14500
"Macedonia, FYR",MKD,Europe,1999,2,11000000000,73.0,1830
Madagascar,MDG,Africa,1999,1,16800000000,57.8,240
Malawi,MWI,Africa,1999,1,7520000000,43.9,180
Malaysia,MYS,Asia,1999,3,269000000000,72.7,3350
Maldives,MDV,Asia,1999,2,,69.1,
Mali,MLI,Africa,1999,1,12442221723,48.5,290
Malta,MLT,Europe,1999,3,6570000000,77.3,10700
Marshall Islands,MHL,Oceania,1999,2,110000000,67.5,2620
Mauritania,MRT,Africa,1999,1,5800000000,59.9,560
Mauritius,MUS,Africa,1999,3,9350000000,71.0,3640
Mexico,MEX,Americas,1999,3,983000000000,74.0,5080
"Micronesia, Fed. Sts.",FSM,Oceania,1999,2,252194779,67.2,2060
Moldova,MDA,Europe,1999,1,6410000000,66.7,400
Monaco,MCO,Europe,1999,4,,,92500
Mongolia,MNG,Asia,1999,1,8550000000,62.5,480
Montenegro,MNE,Europe,1999,0,,73.2,
Morocco,MAR,Africa,1999,2,99400000000,68.1,1400
Mozambique,MOZ,Africa,1999,1,7730000000,48.3,280
Myanmar,MMR,Asia,1999,1,41000000000,61.7,
Namibia,NAM,Africa,1999,2,8680000000,56.1,2130
Nauru,NRU,Oceania,1999,,,,
Nepal,NPL,Asia,1999,1,26700000000,61.6,220
Netherlands,NLD,Europe,1999,5,458000000000,77.8,28400
New Caledonia,NCL,Oceania,1999,4,,73.9,14800
New Zealand,NZL,Oceania,1999,5,78900000000,77.9,15000
Nicaragua,NIC,Americas,1999,1,13000000000,69.2,930
Niger,NER,Africa,1999,1,6720000000,50.0,180
Nigeria,NGA,Africa,1999,1,256000000000,46.4,
Northern Mariana Islands,MNP,Oceania,1999,4,,,
Norway,NOR,Europe,1999,5,136000000000,78.3,35600
Oman,OMN,Asia,1999,3,73300000000,71.9,6460
Pakistan,PAK,Asia,1999,1,360000000000,62.5,470
Palau,PLW,Oceania,1999,3,205000000,,6030
Panama,PAN,Americas,1999,3,24200000000,74.9,3760
Papua New Guinea,PNG,Oceania,1999,2,7930000000,58.5,690
Paraguay,PRY,Americas,1999,2,25600000000,69.8,1560
Peru,PER,Americas,1999,2,128000000000,70.0,2030
Philippines,PHL,Asia,1999,2,245000000000,66.6,1180
Poland,POL,Europe,1999,3,387000000000,73.0,4400
Portugal,PRT,Europe,1999,5,181000000000,76.0,12200
Puerto Rico,PRI,Americas,1999,3,94500000000,75.4,9420
Qatar,QAT,Asia,1999,4,,76.4,
Romania,ROU,Europe,1999,2,127000000000,70.5,1620
Russian Federation,RUS,Europe,1999,2,871000000000,66.0,1750
Rwanda,RWA,Africa,1999,1,4590000000,46.2,260
Samoa,WSM,Oceania,1999,2,547000000,69.1,1570
San Marino,SMR,Europe,1999,0,,80.5,
Sao Tome and Principe,STP,Africa,1999,1,,63.1,
Saudi Arabia,SAU,Asia,1999,3,559000000000,72.3,7570
Senegal,SEN,Africa,1999,1,14200000000,57.5,530
Serbia,SRB,Europe,1999,,39000000000,,2390
Seychelles,SYC,Africa,1999,3,1140000000,,7290
Sierra Leone,SLE,Africa,1999,1,3030000000,37.8,170
Singapore,SGP,Asia,1999,4,148000000000,77.6,23400
Sint Maarten (Dutch part),SXM,Americas,1999,,,,
Slovak Republic,SVK,Europe,1999,3,57700000000,72.9,5360
Slovenia,SVN,Europe,1999,4,33800000000,75.0,11400
Solomon Islands,SLB,Oceania,1999,1,645000000,62.2,1220
Somalia,SOM,Africa,1999,1,,50.4,
South Africa,ZAF,Africa,1999,3,324000000000,57.2,3230
South Sudan,SSD,Africa,1999,0,,48.8,
Spain,ESP,Europe,1999,5,804000000000,78.7,15700
Sri Lanka,LKA,Asia,1999,2,76100000000,70.4,840
St. Kitts and Nevis,KNA,Americas,1999,3,641000000,,7660
St. Lucia,LCA,Americas,1999,3,1160000000,71.3,4010
St. Martin (French part),MAF,Americas,1999,0,,76.8,
St. Vincent and the Grenadines,VCT,Americas,1999,2,622000000,70.6,3300
Sudan,SDN,Africa,1999,1,56600000000,57.7,320
Suriname,SUR,Americas,1999,2,3590000000,67.9,1780
Swaziland,SWZ,Africa,1999,2,4850000000,50.2,1640
Sweden,SWE,Europe,1999,5,240000000000,79.4,30900
Switzerland,CHE,Europe,1999,5,242000000000,79.6,43100
Syrian Arab Republic,SYR,Asia,1999,2,,72.5,890
Tajikistan,TJK,Asia,1999,1,5250000000,63.4,180
Tanzania,TZA,Africa,1999,1,36300000000,49.8,280
Thailand,THA,Asia,1999,2,429000000000,70.5,1990
Timor-Leste,TLS,Asia,1999,0,,58.4,
Togo,TGO,Africa,1999,1,4960000000,53.5,320
Tonga,TON,Oceania,1999,2,338000000,70.6,2110
Trinidad and Tobago,TTO,Americas,1999,3,16740996086,68.6,4880
Tunisia,TUN,Africa,1999,2,54400000000,72.5,2300
Turkey,TUR,Asia,1999,2,532000000000,69.4,3530
Turkmenistan,TKM,Asia,1999,1,17700000000,63.8,620
Turks and Caicos Islands,TCA,Americas,1999,,,,
Tuvalu,TUV,Oceania,1999,,22600000,,
Uganda,UGA,Africa,1999,1,19200000000,45.6,290
Ukraine,UKR,Europe,1999,1,173000000000,68.2,760
United Arab Emirates,ARE,Asia,1999,4,229000000000,74.2,
United Kingdom,GBR,Europe,1999,5,1410000000000,77.4,27700
United States,USA,Americas,1999,5,9660000000000,76.6,33800
Uruguay,URY,Americas,1999,3,33800000000,74.5,7260
Uzbekistan,UZB,Asia,1999,1,46078622346,66.8,650
Vanuatu,VUT,Oceania,1999,2,382234030,67.2,1420
"Venezuela, RB",VEN,Americas,1999,3,264000000000,72.1,3530
Vietnam,VNM,Asia,1999,1,149000000000,72.9,370
Virgin Islands (U.S.),VIR,Americas,1999,4,,77.3,
West Bank and Gaza,PSE,Asia,1999,0,10600000000,70.6,1960
"Yemen, Rep.",YEM,Asia,1999,1,50799913236,60.2,370
Zambia,ZMB,Africa,1999,1,16519927770,42.9,350
Zimbabwe,ZWE,Africa,1999,1,25196104049,42.8,540
Taiwan,TWN,Asia,1999,4,442000000000,77.5,13947
Afghanistan,AFG,Asia,2000,1,,55.1,
Albania,ALB,Europe,2000,2,12438082811,74.3,1170
Algeria,DZA,Africa,2000,2,252000000000,70.2,1590
American Samoa,ASM,Oceania,2000,3,,,
Andorra,AND,Europe,2000,,,,19900
Angola,AGO,Africa,2000,1,45700000000,45.2,390
Antigua and Barbuda,ATG,Americas,2000,3,1188990163,73.4,8620
Argentina,ARG,Americas,2000,3,438000000000,73.8,7440
Armenia,ARM,Asia,2000,1,7120000000,71.3,660
Aruba,ABW,Americas,2000,4,,73.7,
Australia,AUS,Oceania,2000,5,505000000000,79.2,21100
Austria,AUT,Europe,2000,5,235000000000,78.1,26700
Azerbaijan,AZE,Asia,2000,1,28400000000,66.8,610
"Bahamas, The",BHS,Americas,2000,4,6100000000,72.3,20300
Bahrain,BHR,Asia,2000,3,23700000000,74.6,10900
Bangladesh,BGD,Asia,2000,1,171000000000,65.3,420
Barbados,BRB,Americas,2000,4,3090000000,73.2,11100
Belarus,BLR,Europe,2000,2,57900000000,68.9,1380
Belgium,BEL,Europe,2000,5,287000000000,77.7,26000
Belize,BLZ,Americas,2000,2,1370000000,68.4,3150
Benin,BEN,Africa,2000,1,9070000000,55.2,390
Bermuda,BMU,Americas,2000,4,2510000000,77.9,
Bhutan,BTN,Asia,2000,1,1608393322,60.7,780
Bolivia,BOL,Americas,2000,2,29200000000,60.7,990
Bosnia and Herzegovina,BIH,Europe,2000,2,17000000000,74.3,1470
Botswana,BWA,Africa,2000,3,14300000000,48.7,3000
Brazil,BRA,Americas,2000,3,1580000000000,70.0,3840
British Virgin Islands,VGB,Americas,2000,,,,
Brunei Darussalam,BRN,Asia,2000,4,21700000000,75.3,14800
Bulgaria,BGR,Europe,2000,2,52000000000,71.7,1660
Burkina Faso,BFA,Africa,2000,1,9890000000,50.3,250
Burundi,BDI,Africa,2000,1,3830000000,51.5,130
Cabo Verde,CPV,Africa,2000,2,1320000000,69.7,1370
Cambodia,KHM,Asia,2000,1,13300000000,58.4,300
Cameroon,CMR,Africa,2000,1,30348201789,51.9,600
Canada,CAN,Americas,2000,5,898000000000,79.2,22500
Cayman Islands,CYM,Americas,2000,4,,,
Central African Republic,CAF,Africa,2000,1,2440000000,44.6,250
Chad,TCD,Africa,2000,1,6567471999,47.6,180
Channel Islands,CHI,Europe,2000,4,,77.5,42400
Chile,CHL,Americas,2000,3,149000000000,76.8,5020
China,CHN,Asia,2000,6,3700000000000,71.7,940
Colombia,COL,Americas,2000,2,266000000000,71.0,2320
Comoros,COM,Africa,2000,1,637000000,59.4,420
"Congo, Dem. Rep.",COD,Africa,2000,1,19746845529,50.0,130
"Congo, Rep.",COG,Africa,2000,1,11500000000,50.6,570
Costa Rica,CRI,Americas,2000,3,30700000000,77.4,3580
Cote d'Ivoire,CIV,Africa,2000,1,39000000000,46.7,640
Croatia,HRV,Europe,2000,3,47600000000,72.8,5290
Cuba,CUB,Americas,2000,2,99479710152,76.6,2620
Curacao,CUW,Americas,2000,,,,
Cyprus,CYP,Asia,2000,4,15057398841,78.0,14860
Czech Republic,CZE,Europe,2000,3,165000000000,75.0,6320
Denmark,DNK,Europe,2000,5,153000000000,76.6,32700
Djibouti,DJI,Africa,2000,2,1210000000,57.0,760
Dominica,DMA,Americas,2000,3,451000000,,3600
Dominican Republic,DOM,Americas,2000,2,54000000000,70.6,2630
Ecuador,ECU,Americas,2000,2,73900000000,72.9,1540
"Egypt, Arab Rep.",EGY,Africa,2000,2,409000000000,68.6,1420
El Salvador,SLV,Americas,2000,2,29600000000,68.7,2160
Equatorial Guinea,GNQ,Africa,2000,2,5260000000,52.1,880
Eritrea,ERI,Africa,2000,1,4520000000,56.0,200
Estonia,EST,Europe,2000,3,13200000000,70.4,4150
Ethiopia,ETH,Africa,2000,1,32600000000,51.9,120
Faroe Islands,FRO,Europe,2000,4,,78.4,
Fiji,FJI,Oceania,2000,2,4291273561,67.6,2230
Finland,FIN,Europe,2000,5,138000000000,77.5,26400
France,FRA,Europe,2000,5,1600000000000,79.1,25200
French Polynesia,PYF,Oceania,2000,4,,72.5,16000
Gabon,GAB,Africa,2000,3,17400000000,59.3,3090
"Gambia, The",GMB,Africa,2000,1,1520000000,55.6,670
Georgia,GEO,Asia,2000,1,11400000000,71.6,750
Germany,DEU,Europe,2000,5,2240000000000,77.9,26200
Ghana,GHA,Africa,2000,1,33900000000,57.0,340
Gibraltar,GIB,Europe,2000,,,,
Greece,GRC,Europe,2000,5,211000000000,77.9,13300
Greenland,GRL,Americas,2000,4,,67.0,20300
Grenada,GRD,Americas,2000,3,777389915,70.3,3860
Guam,GUM,Oceania,2000,4,,75.1,
Guatemala,GTM,Americas,2000,2,56100000000,67.7,1660
Guinea,GIN,Africa,2000,1,7900000000,51.2,380
Guinea-Bissau,GNB,Africa,2000,1,1340458501,51.4,190
Guyana,GUY,Americas,2000,2,2690000000,65.0,880
Haiti,HTI,Americas,2000,1,11800000000,57.7,470
Honduras,HND,Americas,2000,2,17200000000,70.5,920
Hong Kong,HKG,Asia,2000,4,180000000000,80.9,26900
Hungary,HUN,Europe,2000,3,121000000000,71.2,4650
Iceland,ISL,Europe,2000,5,8275169364,79.7,31540
India,IND,Asia,2000,1,2110000000000,62.6,450
Indonesia,IDN,Asia,2000,1,973000000000,66.2,560
Iran,IRN,Asia,2000,2,621000000000,70.1,1760
Iraq,IRQ,Asia,2000,2,227000000000,69.2,
Ireland,IRL,Europe,2000,5,115000000000,76.5,24200
Isle of Man,IMN,Europe,2000,,,,21900
Israel,ISR,Asia,2000,4,157000000000,79.0,18800
Italy,ITA,Europe,2000,5,1540000000000,79.8,21800
Jamaica,JAM,Americas,2000,2,16700000000,72.3,3290
Japan,JPN,Asia,2000,5,3400000000000,81.1,36200
Jordan,JOR,Asia,2000,2,29300000000,71.8,1800
Kazakhstan,KAZ,Asia,2000,2,117000000000,65.5,1260
Kenya,KEN,Africa,2000,1,53100000000,50.8,420
Kiribati,KIR,Oceania,2000,2,134000000,64.0,1330
North Korea,PRK,Asia,2000,1,,65.0,
South Korea,KOR,Asia,2000,3,850000000000,75.8,10800
Kosovo,XKX,Europe,2000,0,6250000000,68.0,
Kuwait,KWT,Asia,2000,4,114000000000,73.3,19100
Kyrgyz Republic,KGZ,Asia,2000,1,8050000000,68.6,280
Lao PDR,LAO,Asia,2000,1,9910000000,58.9,280
Latvia,LVA,Europe,2000,2,19000000000,70.3,3310
Lebanon,LBN,Asia,2000,3,32100000000,74.4,5470
Lesotho,LSO,Africa,2000,1,2620000000,47.2,640
Liberia,LBR,Africa,2000,1,1920000000,52.4,150
Libya,LBY,Africa,2000,3,93100000000,70.6,
Liechtenstein,LIE,Europe,2000,4,,76.8,78600
Lithuania,LTU,Europe,2000,2,29600000000,72.0,
Luxembourg,LUX,Europe,2000,5,23900000000,77.9,42700
Macao,MAC,Asia,2000,4,12800000000,77.6,14600
"Macedonia, FYR",MKD,Europe,2000,2,12500000000,73.2,1860
Madagascar,MDG,Africa,2000,1,18000000000,58.5,250
Malawi,MWI,Africa,2000,1,7810000000,44.1,160
Malaysia,MYS,Asia,2000,3,300000000000,72.9,3420
Maldives,MDV,Asia,2000,2,,70.1,
Mali,MLI,Africa,2000,1,12700000000,48.9,280
Malta,MLT,Europe,2000,4,7570000000,78.2,11200
Marshall Islands,MHL,Oceania,2000,2,118720325,65.2,2850
Mauritania,MRT,Africa,2000,1,5910000000,60.0,510
Mauritius,MUS,Africa,2000,3,10400000000,71.7,3870
Mexico,MEX,Americas,2000,3,1060000000000,74.3,5750
"Micronesia, Fed. Sts.",FSM,Oceania,2000,2,270000000,67.3,2210
Moldova,MDA,Europe,2000,1,6700000000,66.9,370
Monaco,MCO,Europe,2000,4,,,90840
Mongolia,MNG,Asia,2000,1,8850000000,62.9,470
Montenegro,MNE,Europe,2000,0,3630000000,73.2,
Morocco,MAR,Africa,2000,2,104000000000,68.5,1380
Mozambique,MOZ,Africa,2000,1,8040000000,48.7,280
Myanmar,MMR,Asia,2000,1,47700000000,62.1,
Namibia,NAM,Africa,2000,2,9190000000,55.1,2110
Nauru,NRU,Oceania,2000,,,,
Nepal,NPL,Asia,2000,1,29000000000,62.3,230
Netherlands,NLD,Europe,2000,5,503000000000,78.0,28600
New Caledonia,NCL,Oceania,2000,4,,75.2,14000
New Zealand,NZL,Oceania,2000,5,83000000000,78.6,14100
Nicaragua,NIC,Americas,2000,1,13800000000,69.7,970
Niger,NER,Africa,2000,1,6780000000,50.7,170
Nigeria,NGA,Africa,2000,1,276000000000,46.6,270
Northern Mariana Islands,MNP,Oceania,2000,4,,,
Norway,NOR,Europe,2000,5,166000000000,78.6,36600
Oman,OMN,Asia,2000,3,79000000000,72.4,7160
Pakistan,PAK,Asia,2000,1,384000000000,62.8,490
Palau,PLW,Oceania,2000,3,207000000,70.5,5890
Panama,PAN,Americas,2000,3,25400000000,75.1,3910
Papua New Guinea,PNG,Oceania,2000,2,7910000000,58.8,620
Paraguay,PRY,Americas,2000,2,25600000000,70.1,1360
Peru,PER,Americas,2000,2,135000000000,70.5,1970
Philippines,PHL,Asia,2000,2,261000000000,66.7,1220
Poland,POL,Europe,2000,3,407000000000,73.7,4670
Portugal,PRT,Europe,2000,5,194000000000,76.3,12100
Puerto Rico,PRI,Americas,2000,3,98100000000,76.7,10300
Qatar,QAT,Asia,2000,4,50900000000,76.5,
Romania,ROU,Europe,2000,2,132000000000,71.2,1720
Russian Federation,RUS,Europe,2000,2,1000000000000,65.3,1710
Rwanda,RWA,Africa,2000,1,5080000000,48.2,240
Samoa,WSM,Oceania,2000,2,599000000,69.5,1600
San Marino,SMR,Europe,2000,4,,80.6,
Sao Tome and Principe,STP,Africa,2000,1,,63.3,
Saudi Arabia,SAU,Asia,2000,3,599000000000,72.5,7860
Senegal,SEN,Africa,2000,1,14900000000,57.8,510
Serbia,SRB,Europe,2000,0,43006592182,71.6,1530
Seychelles,SYC,Africa,2000,3,1190000000,,7290
Sierra Leone,SLE,Africa,2000,1,3300000000,38.7,160
Singapore,SGP,Asia,2000,4,165000000000,78.0,23700
Sint Maarten (Dutch part),SXM,Americas,2000,,,,
Slovak Republic,SVK,Europe,2000,3,61200000000,73.1,5520
Slovenia,SVN,Europe,2000,4,35873180670,75.4,11350
Solomon Islands,SLB,Oceania,2000,1,566000000,62.8,1010
Somalia,SOM,Africa,2000,1,,50.9,
South Africa,ZAF,Africa,2000,3,346000000000,55.8,3140
South Sudan,SSD,Africa,2000,0,,49.2,
Spain,ESP,Europe,2000,5,873000000000,79.0,15900
Sri Lanka,LKA,Asia,2000,2,82500000000,71.1,880
St. Kitts and Nevis,KNA,Americas,2000,3,688327881,,8300
St. Lucia,LCA,Americas,2000,3,1240000000,71.4,4400
St. Martin (French part),MAF,Americas,2000,0,,77.0,
St. Vincent and the Grenadines,VCT,Americas,2000,2,646000000,70.6,3470
Sudan,SDN,Africa,2000,1,61500000000,58.0,320
Suriname,SUR,Americas,2000,2,3660000000,67.9,1870
Swaziland,SWZ,Africa,2000,2,5050000000,48.7,1570
Sweden,SWE,Europe,2000,5,260000000000,79.6,31200
Switzerland,CHE,Europe,2000,5,256000000000,79.7,43500
Syrian Arab Republic,SYR,Asia,2000,2,,72.7,970
Tajikistan,TJK,Asia,2000,1,5810000000,63.7,170
Tanzania,TZA,Africa,2000,1,39000000000,50.5,300
Thailand,THA,Asia,2000,2,459000000000,70.6,1990
Timor-Leste,TLS,Asia,2000,0,961000000,59.3,
Togo,TGO,Africa,2000,1,5030000000,53.5,300
Tonga,TON,Oceania,2000,2,358000000,70.8,2060
Trinidad and Tobago,TTO,Americas,2000,3,18400000000,68.6,5420
Tunisia,TUN,Africa,2000,2,58200000000,72.6,2310
Turkey,TUR,Asia,2000,3,591000000000,70.0,4200
Turkmenistan,TKM,Asia,2000,2,19100000000,63.9,600
Turks and Caicos Islands,TCA,Americas,2000,,,,
Tuvalu,TUV,Oceania,2000,,22900000,,
Uganda,UGA,Africa,2000,1,20300000000,46.4,270
Ukraine,UKR,Europe,2000,1,187000000000,67.9,700
United Arab Emirates,ARE,Asia,2000,4,259000000000,74.5,
United Kingdom,GBR,Europe,2000,5,1530000000000,77.7,28900
United States,USA,Americas,2000,5,10300000000000,76.6,36100
Uruguay,URY,Americas,2000,3,33900000000,74.7,7050
Uzbekistan,UZB,Asia,2000,1,48900000000,66.9,630
Vanuatu,VUT,Oceania,2000,2,414000000,67.6,1430
"Venezuela, RB",VEN,Americas,2000,3,280000000000,72.3,4070
Vietnam,VNM,Asia,2000,1,163000000000,73.1,400
Virgin Islands (U.S.),VIR,Americas,2000,4,,76.6,
West Bank and Gaza,PSE,Asia,2000,0,9730000000,70.8,1580
"Yemen, Rep.",YEM,Asia,2000,1,55200000000,60.5,420
Zambia,ZMB,Africa,2000,1,17554327512,43.5,330
Zimbabwe,ZWE,Africa,2000,1,24981110156,41.7,490
Taiwan,TWN,Asia,2000,4,481000000000,76.4,15142
Afghanistan,AFG,Asia,2001,1,,55.5,
Albania,ALB,Europe,2001,2,13700000000,74.7,1330
Algeria,DZA,Africa,2001,2,266000000000,70.6,1660
American Samoa,ASM,Oceania,2001,3,,,
Andorra,AND,Europe,2001,,,,21000
Angola,AGO,Africa,2001,1,48700000000,46.0,430
Antigua and Barbuda,ATG,Americas,2001,3,1177241340,73.6,8890
Argentina,ARG,Americas,2001,3,429000000000,74.0,6960
Armenia,ARM,Asia,2001,1,7973754958,71.8,710
Aruba,ABW,Americas,2001,4,,73.8,
Australia,AUS,Oceania,2001,5,532000000000,79.6,20100
Austria,AUT,Europe,2001,5,239000000000,78.6,25300
Azerbaijan,AZE,Asia,2001,1,32000000000,67.2,660
"Bahamas, The",BHS,Americas,2001,4,6410000000,72.5,20900
Bahrain,BHR,Asia,2001,4,24818115843,74.8,11540
Bangladesh,BGD,Asia,2001,1,184000000000,65.9,430
Barbados,BRB,Americas,2001,3,3080000000,73.4,11000
Belarus,BLR,Europe,2001,2,62000000000,68.5,1300
Belgium,BEL,Europe,2001,5,299000000000,78.0,24500
Belize,BLZ,Americas,2001,2,1470000000,68.4,3140
Benin,BEN,Africa,2001,1,9770000000,55.5,380
Bermuda,BMU,Americas,2001,4,2748681686,77.9,
Bhutan,BTN,Asia,2001,1,1780000000,61.5,820
Bolivia,BOL,Americas,2001,2,30300000000,61.3,960
Bosnia and Herzegovina,BIH,Europe,2001,2,17900000000,74.5,1590
Botswana,BWA,Africa,2001,3,14600000000,48.6,3100
Brazil,BRA,Americas,2001,3,1640000000000,70.5,3290
British Virgin Islands,VGB,Americas,2001,,,,
Brunei Darussalam,BRN,Asia,2001,4,22800000000,75.5,16200
Bulgaria,BGR,Europe,2001,2,55697079591,71.8,1760
Burkina Faso,BFA,Africa,2001,1,10800000000,50.8,240
Burundi,BDI,Africa,2001,1,3990000000,51.7,120
Cabo Verde,CPV,Africa,2001,2,1380000000,70.1,1310
Cambodia,KHM,Asia,2001,1,14645396027,59.2,310
Cameroon,CMR,Africa,2001,1,32400000000,51.8,580
Canada,CAN,Americas,2001,5,935000000000,79.5,22900
Cayman Islands,CYM,Americas,2001,4,,,
